video_name,condition,difficulty,match,player_name,hit_target,instructed_target,player_success,interact_start,secs_before_interact,secs_after_interact
EW_327,right,easy,miss,EW,2,2,T,1.6,0.6,-0.12
EW_328,left,easy,miss,EW,16,16,T,1,0.6,-0.12
EW_329,left,hard,goal,EW,10,10,T,1.6,0.6,-0.12
EW_330,right,hard,goal,EW,7,7,T,1.1,0.6,-0.12
EW_331,left,easy,miss,EW,13,13,T,1.5,0.6,-0.12
EW_332,right,hard,goal,EW,8,8,T,1.7,0.6,-0.12
EW_333,left,hard,goal,EW,11,11,T,1.1,0.6,-0.12
EW_334,right,easy,miss,EW,4,4,T,1.6,0.6,-0.12
EW_335,right,easy,miss,EW,3,3,T,1.8,0.6,-0.12
EW_336,right,hard,goal,EW,5,5,T,1.6,0.6,-0.12
EW_337,left,easy,miss,EW,15,15,T,1.5,0.6,-0.12
EW_338,left,hard,goal,EW,12,12,T,1.5,0.6,-0.12
EW_339,right,easy,miss,EW,1,1,T,1.7,0.6,-0.12
EW_340,left,easy,miss,EW,14,14,T,1.6,0.6,-0.12
EW_341,right,hard,goal,EW,7,7,T,1.6,0.6,-0.12
EW_342,right,easy,miss,EW,2,2,T,1.6,0.6,-0.12
EW_343,right,easy,miss,EW,3,3,T,1.7,0.6,-0.12
EW_345,left,hard,goal,EW,9,9,T,1.6,0.6,-0.12
EW_346,left,hard,goal,EW,11,11,T,1.7,0.6,-0.12
EW_347,left,easy,miss,EW,14,14,T,1.6,0.6,-0.12
EW_348,left,easy,miss,EW,16,16,T,1.4,0.6,-0.12
EW_349,left,easy,miss,EW,15,15,T,1.6,0.6,-0.12
EW_351,left,easy,miss,EW,13,13,T,1.6,0.6,-0.12
EW_352,left,easy,miss,EW,16,16,T,1.6,0.6,-0.12
EW_353,right,hard,goal,EW,7,7,T,1.6,0.6,-0.12
EW_354,right,hard,goal,EW,5,5,T,1.7,0.6,-0.12
EW_355,right,easy,miss,EW,1,1,T,1.5,0.6,-0.12
EW_356,right,easy,miss,EW,2,2,T,1.7,0.6,-0.12
EW_357,left,hard,goal,EW,10,10,T,1.5,0.6,-0.12
